"opportunity_id","deal_stage","engage_date","close_date","close_month","sales_agent","manager","regional_office","product","series","sales_price","account","sector","office_location","account_revenue_m","employees","is_closed","is_won","close_value","sales_cycle_days","discount_pct","account_known","account_enriched"
"ZDDZ64A2","Lost",2017-02-01,2017-06-17,"2017-06","Gladys Colclough","Melvin Marxen","Central","MG Advanced","MG",3393,"Dontechi","software","United States",4618,10083,TRUE,0,0,136,,1,1
"RDJFZGM9","Lost",2017-02-01,2017-06-13,"2017-06","Kami Bicknell","Summer Sewald","West","MG Special","MG",55,"Blackzim","retail","United States",497.11,1588,TRUE,0,0,132,,1,1
"4563ENEB","Won",2017-02-01,2017-05-02,"2017-05","Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic","GTX",550,"Gogozoom","telecommunications","United States",86.68,187,TRUE,1,574,90,-0.0436363636363637,1,1
"4WP0VJAS","Won",2017-02-01,2017-06-18,"2017-06","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Codehow","software","United States",2714.9,2641,TRUE,1,2525,137,0.255820807544946,1,1
"60UOBOEM","Won",2017-02-01,2017-06-07,"2017-06","Rosalina Dieter","Celia Rouche","West","GTK 500","GTK",26768,"Groovestreet","retail","United States",223.8,299,TRUE,1,30288,126,-0.131500298864316,1,1
"AJZB6F22","Lost",2017-02-01,2017-05-18,"2017-05","Vicki Laflamme","Celia Rouche","West","GTX Plus Pro","GTX",5482,"Goodsilron","marketing","United States",2952.73,5107,TRUE,0,0,106,,1,1
"W4K39GNG","Lost",2017-02-01,2017-03-29,"2017-03","Zane Levy","Summer Sewald","West","GTX Basic","GTX",550,"Scotfind","software","United States",6354.87,16780,TRUE,0,0,56,,1,1
"VN8LKQN3","Engaging",2017-02-02,,,"Boris Faz","Rocco Neubert","East","GTX Plus Basic","GTX",1096,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"IXOHJYRM","Lost",2017-02-02,2017-05-09,"2017-05","Elease Gluck","Celia Rouche","West","GTK 500","GTK",26768,"Cheers","entertainment","United States",4269.9,6472,TRUE,0,0,96,,1,1
"RMNHSNW9","Lost",2017-02-02,2017-05-01,"2017-05","Elease Gluck","Celia Rouche","West","MG Special","MG",55,"Kan-code","software","United States",11698.03,34288,TRUE,0,0,88,,1,1
"QPFNQYMV","Won",2017-02-02,2017-05-14,"2017-05","Gladys Colclough","Melvin Marxen","Central","MG Advanced","MG",3393,"Inity","marketing","United States",2403.58,8801,TRUE,1,3581,101,-0.0554081933392279,1,1
"D77SFTS4","Lost",2017-02-02,2017-03-12,"2017-03","Jonathan Berthelot","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Warephase","services","United States",2041.73,5276,TRUE,0,0,38,,1,1
"ZHY9C8OO","Engaging",2017-02-02,,,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"WRBWZRFD","Lost",2017-02-02,2017-05-05,"2017-05","Niesha Huffines","Melvin Marxen","Central","GTX Pro","GTX",4821,"Conecom","technology","United States",1520.66,1806,TRUE,0,0,92,,1,1
"031BBF1I","Won",2017-02-02,2017-03-30,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Finhigh","finance","United States",1102.43,1759,TRUE,1,54,56,0.0181818181818182,1,1
"H2MC2E7K","Engaging",2017-02-02,,,"Vicki Laflamme","Celia Rouche","West","GTX Plus Basic","GTX",1096,"Condax","medical","United States",4.54,9,FALSE,0,,,,1,1
"O11S2R63","Won",2017-02-03,2017-06-03,"2017-06","Boris Faz","Rocco Neubert","East","GTX Plus Basic","GTX",1096,"Konex","technology","United States",7708.38,13756,TRUE,1,1121,120,-0.0228102189781021,1,1
"G13DD850","Won",2017-02-03,2017-06-04,"2017-06","Cassey Cress","Rocco Neubert","East","GTX Basic","GTX",550,"Silis","medical","United States",2818.38,6290,TRUE,1,477,121,0.132727272727273,1,1
"WZU2OHYU","Won",2017-02-03,2017-05-05,"2017-05","Corliss Cosme","Cara Losch","East","GTX Basic","GTX",550,"Condax","medical","United States",4.54,9,TRUE,1,515,91,0.0636363636363636,1,1
"HVODWXRO","Lost",2017-02-03,2017-05-01,"2017-05","Daniell Hammack","Rocco Neubert","East","MG Special","MG",55,"Ganjaflex","retail","Japan",5158.71,17479,TRUE,0,0,87,,1,1
"N3JIVUNY","Lost",2017-02-03,2017-05-11,"2017-05","Donn Cantrell","Rocco Neubert","East","MG Advanced","MG",3393,"Umbrella Corporation","finance","United States",2022.14,5113,TRUE,0,0,97,,1,1
"RGCH6CUF","Won",2017-02-03,2017-06-20,"2017-06","Hayden Neloms","Celia Rouche","West","GTX Plus Basic","GTX",1096,"Goodsilron","marketing","United States",2952.73,5107,TRUE,1,975,137,0.110401459854015,1,1
"JX7WZ9UP","Won",2017-02-03,2017-05-01,"2017-05","Hayden Neloms","Celia Rouche","West","MG Advanced","MG",3393,"Sunnamplex","marketing","Poland",894.37,1593,TRUE,1,3376,87,0.00501031535514296,1,1
"FDCEBWRI","Won",2017-02-03,2017-03-12,"2017-03","James Ascencio","Summer Sewald","West","GTX Basic","GTX",550,"Fasehatice","retail","United States",4968.91,7523,TRUE,1,458,37,0.167272727272727,1,1
"ZL6TJDPG","Lost",2017-02-03,2017-05-16,"2017-05","Jonathan Berthelot","Melvin Marxen","Central","GTX Basic","GTX",550,"Globex Corporation","technology","Norway",1223.72,2497,TRUE,0,0,102,,1,1
"DWBSHB8M","Lost",2017-02-03,2017-05-23,"2017-05","Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Golddex","finance","United States",52.5,165,TRUE,0,0,109,,1,1
"0AJ6LTZ0","Won",2017-02-03,2017-03-14,"2017-03","Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Golddex","finance","United States",52.5,165,TRUE,1,622,39,-0.130909090909091,1,1
"SVMB8M7E","Won",2017-02-03,2017-06-09,"2017-06","Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Lexiqvolax","medical","United States",1618.89,3889,TRUE,1,441,126,0.198181818181818,1,1
"6AWEAWCM","Lost",2017-02-03,2017-05-15,"2017-05","Kary Hendrixson","Summer Sewald","West","GTX Pro","GTX",4821,"Konex","technology","United States",7708.38,13756,TRUE,0,0,101,,1,1
"4Q4NBPD6","Won",2017-02-03,2017-05-21,"2017-05","Marty Freudenburg","Melvin Marxen","Central","GTX Basic","GTX",550,"Ron-tech","medical","United States",3922.42,6837,TRUE,1,538,107,0.0218181818181818,1,1
"K8VSDOP8","Won",2017-02-03,2017-03-29,"2017-03","Maureen Marcano","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Goodsilron","marketing","United States",2952.73,5107,TRUE,1,4667,54,0.148668369208318,1,1
"YNP9PI1X","Won",2017-02-03,2017-06-15,"2017-06","Niesha Huffines","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Codehow","software","United States",2714.9,2641,TRUE,1,1018,132,0.0711678832116789,1,1
"3XVY4LEU","Won",2017-02-03,2017-05-09,"2017-05","Reed Clapper","Rocco Neubert","East","GTX Pro","GTX",4821,"Bluth Company","technology","United States",1242.32,3027,TRUE,1,4671,95,0.0311138767890479,1,1
"OCGXWE8H","Engaging",2017-02-03,,,"Vicki Laflamme","Celia Rouche","West","MG Special","MG",55,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"8K1OGB0R","Won",2017-02-03,2017-05-16,"2017-05","Violet Mclelland","Cara Losch","East","GTX Pro","GTX",4821,"Bubba Gump","software","United States",987.39,2253,TRUE,1,4634,102,0.0387886330636797,1,1
"RTKUPEX7","Lost",2017-02-03,2017-06-10,"2017-06","Zane Levy","Summer Sewald","West","GTX Plus Basic","GTX",1096,"J-Texon","retail","United States",1388.67,3583,TRUE,0,0,127,,1,1
"QQDO45YR","Won",2017-02-04,2017-05-09,"2017-05","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Warephase","services","United States",2041.73,5276,TRUE,1,3470,94,-0.022693781314471,1,1
"USVLKDF4","Engaging",2017-02-04,,,"Corliss Cosme","Cara Losch","East","GTX Basic","GTX",550,"Dontechi","software","United States",4618,10083,FALSE,0,,,,1,1
"HT25XIAV","Lost",2017-02-04,2017-05-18,"2017-05","Daniell Hammack","Rocco Neubert","East","GTX Plus Basic","GTX",1096,"Silis","medical","United States",2818.38,6290,TRUE,0,0,103,,1,1
"88KUDE6J","Won",2017-02-04,2017-05-30,"2017-05","Donn Cantrell","Rocco Neubert","East","GTX Plus Pro","GTX",5482,"Acme Corporation","technology","United States",1100.04,2822,TRUE,1,5366,115,0.0211601605253557,1,1
"AOOD3MWW","Lost",2017-02-04,2017-05-26,"2017-05","Gladys Colclough","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Rundofase","technology","United States",1008.06,1238,TRUE,0,0,111,,1,1
"JCPQZ2SN","Engaging",2017-02-04,,,"Hayden Neloms","Celia Rouche","West","GTX Plus Basic","GTX",1096,"Cheers","entertainment","United States",4269.9,6472,FALSE,0,,,,1,1
"HZIU2NOT","Engaging",2017-02-04,,,"Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"RZ2PUH86","Won",2017-02-04,2017-05-17,"2017-05","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Groovestreet","retail","United States",223.8,299,TRUE,1,582,102,-0.0581818181818181,1,1
"GLVSDQQT","Won",2017-02-04,2017-05-02,"2017-05","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Sunnamplex","marketing","Poland",894.37,1593,TRUE,1,583,87,-0.0600000000000001,1,1
"107BPCAS","Lost",2017-02-04,2017-05-16,"2017-05","Niesha Huffines","Melvin Marxen","Central","GTX Basic","GTX",550,"dambase","marketing","United States",2173.98,2928,TRUE,0,0,101,,1,1
"OCLEO3CD","Won",2017-02-04,2017-05-19,"2017-05","Vicki Laflamme","Celia Rouche","West","GTX Plus Pro","GTX",5482,"Fasehatice","retail","United States",4968.91,7523,TRUE,1,6079,104,-0.108901860634805,1,1
"FTVCNH87","Lost",2017-02-04,2017-05-07,"2017-05","Zane Levy","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Fasehatice","retail","United States",4968.91,7523,TRUE,0,0,92,,1,1
"GQCRMEIL","Won",2017-02-04,2017-06-02,"2017-06","Zane Levy","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Konex","technology","United States",7708.38,13756,TRUE,1,1068,118,0.0255474452554745,1,1
"UK2JIE61","Won",2017-02-05,2017-05-04,"2017-05","Anna Snelling","Dustin Brinkmann","Central","MG Special","MG",55,"Cancity","retail","United States",718.62,2448,TRUE,1,55,88,0,1,1
"YM8DBAFV","Engaging",2017-02-05,,,"Cassey Cress","Rocco Neubert","East","GTX Basic","GTX",550,"Sumace","retail","Romania",167.89,493,FALSE,0,,,,1,1
"AEDL7EC6","Lost",2017-02-05,2017-05-02,"2017-05","Cassey Cress","Rocco Neubert","East","MG Advanced","MG",3393,"Yearin","retail","United States",2261.05,3851,TRUE,0,0,86,,1,1
"OV5X3O5I","Won",2017-02-05,2017-03-27,"2017-03","Cassey Cress","Rocco Neubert","East","GTX Basic","GTX",550,"Betasoloin","medical","United States",251.41,495,TRUE,1,493,50,0.103636363636364,1,1
"MMWX1A4H","Lost",2017-02-05,2017-06-20,"2017-06","Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Ron-tech","medical","United States",3922.42,6837,TRUE,0,0,135,,1,1
"LSVMMUJ0","Won",2017-02-05,2017-03-25,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Condax","medical","United States",4.54,9,TRUE,1,5559,48,-0.153080273802116,1,1
"RP7KA6HS","Engaging",2017-02-05,,,"Elease Gluck","Celia Rouche","West","MG Special","MG",55,"Mathtouch","marketing","Jordan",3027.46,9516,FALSE,0,,,,1,1
"97KFQSX1","Won",2017-02-05,2017-05-09,"2017-05","Elease Gluck","Celia Rouche","West","MG Advanced","MG",3393,"Scotfind","software","United States",6354.87,16780,TRUE,1,3351,93,0.0123784261715296,1,1
"08APB75Q","Won",2017-02-05,2017-05-13,"2017-05","Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic","GTX",550,"Isdom","medical","United States",3178.24,4540,TRUE,1,501,97,0.0890909090909091,1,1
"P9PFSLS6","Engaging",2017-02-05,,,"Maureen Marcano","Summer Sewald","West","MG Special","MG",55,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"6RL97BR9","Lost",2017-02-05,2017-05-08,"2017-05","Moses Frase","Dustin Brinkmann","Central","MG Special","MG",55,"Inity","marketing","United States",2403.58,8801,TRUE,0,0,92,,1,1
"TPVFA5B8","Won",2017-02-05,2017-05-07,"2017-05","Reed Clapper","Rocco Neubert","East","GTX Basic","GTX",550,"Mathtouch","marketing","Jordan",3027.46,9516,TRUE,1,532,91,0.0327272727272727,1,1
"FHLOUD3V","Lost",2017-02-05,2017-05-24,"2017-05","Vicki Laflamme","Celia Rouche","West","MG Special","MG",55,"Sonron","telecommunications","United States",1699.85,5108,TRUE,0,0,108,,1,1
"4E01ALB0","Won",2017-02-05,2017-05-04,"2017-05","Vicki Laflamme","Celia Rouche","West","MG Advanced","MG",3393,"Green-Plus","services","United States",692.19,1922,TRUE,1,3103,88,0.0854700854700855,1,1
"E4THD359","Engaging",2017-02-05,,,"Wilburn Farren","Cara Losch","East","GTX Basic","GTX",550,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"K4HVGBVH","Won",2017-02-06,2017-05-22,"2017-05","Corliss Cosme","Cara Losch","East","GTX Plus Pro","GTX",5482,"Gekko & Co","retail","United States",2520.83,3502,TRUE,1,5505,105,-0.00419554906968256,1,1
"6VIK2VX8","Engaging",2017-02-06,,,"Hayden Neloms","Celia Rouche","West","MG Special","MG",55,"Isdom","medical","United States",3178.24,4540,FALSE,0,,,,1,1
"30R81VZX","Engaging",2017-02-06,,,"Kami Bicknell","Summer Sewald","West","GTX Pro","GTX",4821,"Zoomit","entertainment","United States",324.19,978,FALSE,0,,,,1,1
"XDLQ71X4","Lost",2017-02-06,2017-05-22,"2017-05","Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Y-corporation","employment","United States",2871.35,9561,TRUE,0,0,105,,1,1
"TH9RV79M","Engaging",2017-02-06,,,"Maureen Marcano","Summer Sewald","West","MG Special","MG",55,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"L33YUX9V","Won",2017-02-06,2017-05-15,"2017-05","Moses Frase","Dustin Brinkmann","Central","GTX Plus Basic","GTX",1096,"Rangreen","technology","Panama",2938.67,8775,TRUE,1,1068,98,0.0255474452554745,1,1
"QT7LRWTN","Won",2017-02-06,2017-05-04,"2017-05","Vicki Laflamme","Celia Rouche","West","MG Advanced","MG",3393,"Cheers","entertainment","United States",4269.9,6472,TRUE,1,3357,87,0.0106100795755968,1,1
"Q1JKHY7H","Lost",2017-02-06,2017-05-06,"2017-05","Violet Mclelland","Cara Losch","East","MG Special","MG",55,"Mathtouch","marketing","Jordan",3027.46,9516,TRUE,0,0,89,,1,1
"BY0O646G","Lost",2017-02-06,2017-05-27,"2017-05","Zane Levy","Summer Sewald","West","GTX Basic","GTX",550,"Sonron","telecommunications","United States",1699.85,5108,TRUE,0,0,110,,1,1
"5831YZMT","Won",2017-02-06,2017-06-23,"2017-06","Zane Levy","Summer Sewald","West","GTX Basic","GTX",550,"Finjob","employment","United States",2059.9,3644,TRUE,1,532,137,0.0327272727272727,1,1
"7VOW7BUJ","Engaging",2017-02-07,,,"Cassey Cress","Rocco Neubert","East","GTX Pro","GTX",4821,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"2J5E145N","Engaging",2017-02-07,,,"Daniell Hammack","Rocco Neubert","East","GTX Pro","GTX",4821,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"AZUBCO7L","Lost",2017-02-07,2017-05-06,"2017-05","Daniell Hammack","Rocco Neubert","East","MG Advanced","MG",3393,"Condax","medical","United States",4.54,9,TRUE,0,0,88,,1,1
"FOWAY95L","Won",2017-02-07,2017-05-05,"2017-05","Darcel Schlecht","Melvin Marxen","Central","GTX Plus Pro","GTX",5482,"Funholding","finance","United States",2819.5,7227,TRUE,1,5786,87,-0.0554542137905873,1,1
"YFB7Y92U","Engaging",2017-02-07,,,"Elease Gluck","Celia Rouche","West","GTK 500","GTK",26768,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"KGZL60NI","Lost",2017-02-07,2017-05-11,"2017-05","Hayden Neloms","Celia Rouche","West","GTX Plus Basic","GTX",1096,"Sonron","telecommunications","United States",1699.85,5108,TRUE,0,0,93,,1,1
"SRZMNS79","Won",2017-02-07,2017-05-19,"2017-05","Jonathan Berthelot","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Streethex","retail","Belgium",1376.8,1165,TRUE,1,1131,101,-0.0319343065693432,1,1
"S6645YWA","Engaging",2017-02-07,,,"Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Y-corporation","employment","United States",2871.35,9561,FALSE,0,,,,1,1
"B5A1BERF","Engaging",2017-02-07,,,"Kami Bicknell","Summer Sewald","West","GTX Pro","GTX",4821,"Umbrella Corporation","finance","United States",2022.14,5113,FALSE,0,,,,1,1
"0XMB83YO","Won",2017-02-07,2017-05-15,"2017-05","Kami Bicknell","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Scotfind","software","United States",6354.87,16780,TRUE,1,5401,97,0.0147756293323604,1,1
"4TEO0LE1","Won",2017-02-07,2017-03-28,"2017-03","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Konmatfix","marketing","United States",375.43,1190,TRUE,1,1062,49,0.031021897810219,1,1
"IEAPJ5X1","Engaging",2017-02-07,,,"Maureen Marcano","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"5P82H5AA","Won",2017-02-07,2017-03-23,"2017-03","Reed Clapper","Rocco Neubert","East","MG Advanced","MG",3393,"Zotware","software","United States",4478.47,13809,TRUE,1,3695,44,-0.0890067786619511,1,1
"BN8UTT8O","Lost",2017-02-07,2017-06-04,"2017-06","Rosie Papadopoulos","Cara Losch","East","MG Special","MG",55,"Condax","medical","United States",4.54,9,TRUE,0,0,117,,1,1
"V751HK8R","Won",2017-02-07,2017-06-03,"2017-06","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Finhigh","finance","United States",1102.43,1759,TRUE,1,60,116,-0.0909090909090908,1,1
"H4TBCR80","Lost",2017-02-07,2017-05-28,"2017-05","Vicki Laflamme","Celia Rouche","West","GTX Pro","GTX",4821,"Groovestreet","retail","United States",223.8,299,TRUE,0,0,110,,1,1
"QWL218JV","Won",2017-02-07,2017-06-13,"2017-06","Vicki Laflamme","Celia Rouche","West","MG Advanced","MG",3393,"Singletechno","retail","United States",2214.94,5374,TRUE,1,2919,126,0.139699381078691,1,1
"L2S4T3VA","Engaging",2017-02-08,,,"Cassey Cress","Rocco Neubert","East","GTX Plus Pro","GTX",5482,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"AF8NG5JC","Engaging",2017-02-08,,,"Cassey Cress","Rocco Neubert","East","MG Special","MG",55,"Betatech","medical","Kenya",647.18,1185,FALSE,0,,,,1,1
"IVJP36UT","Engaging",2017-02-08,,,"Cassey Cress","Rocco Neubert","East","MG Advanced","MG",3393,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"12M4HB7G","Won",2017-02-08,2017-05-01,"2017-05","Cassey Cress","Rocco Neubert","East","GTX Basic","GTX",550,"Plussunin","retail","United States",1419.98,4018,TRUE,1,623,82,-0.132727272727273,1,1
"1XVTUE5J","Lost",2017-02-08,2017-03-31,"2017-03","Corliss Cosme","Cara Losch","East","MG Special","MG",55,"Umbrella Corporation","finance","United States",2022.14,5113,TRUE,0,0,51,,1,1
"3VKO28KR","Lost",2017-02-08,2017-05-04,"2017-05","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","MG",3393,"Scottech","marketing","United States",45.39,100,TRUE,0,0,85,,1,1
"9A9E1KPG","Engaging",2017-02-08,,,"Elease Gluck","Celia Rouche","West","GTX Basic","GTX",550,"Genco Pura Olive Oil Company","retail","Italy",894.33,1635,FALSE,0,,,,1,1
"5IES0B4B","Won",2017-02-08,2017-05-04,"2017-05","James Ascencio","Summer Sewald","West","MG Special","MG",55,"Scotfind","software","United States",6354.87,16780,TRUE,1,49,85,0.109090909090909,1,1
"HUFYU0AT","Lost",2017-02-08,2017-05-24,"2017-05","Jonathan Berthelot","Melvin Marxen","Central","GTX Basic","GTX",550,"Stanredtax","finance","United States",1698.2,3798,TRUE,0,0,105,,1,1
"GMI6XZ4O","Won",2017-02-08,2017-05-04,"2017-05","Jonathan Berthelot","Melvin Marxen","Central","GTX Basic","GTX",550,"Codehow","software","United States",2714.9,2641,TRUE,1,612,85,-0.112727272727273,1,1
"TF19VML9","Engaging",2017-02-08,,,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"YOQCQ4UO","Won",2017-02-08,2017-03-18,"2017-03","Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Hottechi","technology","Korea",8170.38,16499,TRUE,1,534,38,0.0290909090909091,1,1
"KOZTDBJ5","Won",2017-02-08,2017-06-07,"2017-06","Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Condax","medical","United States",4.54,9,TRUE,1,1103,119,-0.00638686131386867,1,1
"ZHXIDZNI","Engaging",2017-02-08,,,"Kary Hendrixson","Summer Sewald","West","GTX Pro","GTX",4821,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"8NMPO9K3","Won",2017-02-08,2017-05-10,"2017-05","Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic","GTX",550,"Conecom","technology","United States",1520.66,1806,TRUE,1,582,91,-0.0581818181818181,1,1
"PU7GV4MK","Lost",2017-02-08,2017-05-13,"2017-05","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","MG",3393,"Condax","medical","United States",4.54,9,TRUE,0,0,94,,1,1
"RCQDGE4W","Won",2017-02-08,2017-05-04,"2017-05","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro","GTX",5482,"Cancity","retail","United States",718.62,2448,TRUE,1,6292,85,-0.147756293323605,1,1
"ZT832XIR","Lost",2017-02-08,2017-06-25,"2017-06","Niesha Huffines","Melvin Marxen","Central","MG Special","MG",55,"Funholding","finance","United States",2819.5,7227,TRUE,0,0,137,,1,1
"I995O4XJ","Won",2017-02-08,2017-05-24,"2017-05","Rosalina Dieter","Celia Rouche","West","MG Special","MG",55,"Groovestreet","retail","United States",223.8,299,TRUE,1,63,105,-0.145454545454546,1,1
"EOXZGSX9","Won",2017-02-08,2017-05-13,"2017-05","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Globex Corporation","technology","Norway",1223.72,2497,TRUE,1,3522,94,-0.0380194518125552,1,1
"PW5OGY78","Lost",2017-02-08,2017-05-29,"2017-05","Vicki Laflamme","Celia Rouche","West","MG Special","MG",55,"Konex","technology","United States",7708.38,13756,TRUE,0,0,110,,1,1
"NJCSG7MX","Won",2017-02-08,2017-05-04,"2017-05","Vicki Laflamme","Celia Rouche","West","GTX Basic","GTX",550,"Plexzap","retail","United States",2437.85,4874,TRUE,1,532,85,0.0327272727272727,1,1
"ZYRF768H","Lost",2017-02-08,2017-05-04,"2017-05","Violet Mclelland","Cara Losch","East","MG Special","MG",55,"Iselectrics","technology","United States",527.11,1428,TRUE,0,0,85,,1,1
"5Q8BQ64R","Won",2017-02-08,2017-05-22,"2017-05","Wilburn Farren","Cara Losch","East","MG Advanced","MG",3393,"Kinnamplus","retail","United States",702.72,1831,TRUE,1,3645,103,-0.0742705570291777,1,1
"ZNNBFAKF","Lost",2017-02-08,2017-05-10,"2017-05","Zane Levy","Summer Sewald","West","GTX Pro","GTX",4821,"Y-corporation","employment","United States",2871.35,9561,TRUE,0,0,91,,1,1
"L47EPGVT","Won",2017-02-09,2017-03-01,"2017-03","Anna Snelling","Dustin Brinkmann","Central","GTX Plus Pro","GTX",5482,"Gogozoom","telecommunications","United States",86.68,187,TRUE,1,4760,20,0.131703757752645,1,1
"9GENDMWA","Won",2017-02-09,2017-05-25,"2017-05","Corliss Cosme","Cara Losch","East","GTX Basic","GTX",550,"Betasoloin","medical","United States",251.41,495,TRUE,1,603,105,-0.0963636363636364,1,1
"DHACLHPS","Lost",2017-02-09,2017-05-22,"2017-05","Daniell Hammack","Rocco Neubert","East","GTX Basic","GTX",550,"Bioplex","medical","United States",326.82,1016,TRUE,0,0,102,,1,1
"GKLE0CDI","Won",2017-02-09,2017-03-02,"2017-03","Daniell Hammack","Rocco Neubert","East","MG Advanced","MG",3393,"Yearin","retail","United States",2261.05,3851,TRUE,1,3249,21,0.0424403183023873,1,1
"E9DJS1D8","Lost",2017-02-09,2017-03-17,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Dontechi","software","United States",4618,10083,TRUE,0,0,36,,1,1
"22ZJM20V","Lost",2017-02-09,2017-05-18,"2017-05","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Statholdings","employment","United States",291.27,586,TRUE,0,0,98,,1,1
"C47Z92AG","Lost",2017-02-09,2017-05-09,"2017-05","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Zumgoity","medical","United States",441.08,1210,TRUE,0,0,89,,1,1
"XT9YNOV2","Won",2017-02-09,2017-06-11,"2017-06","Donn Cantrell","Rocco Neubert","East","GTX Plus Pro","GTX",5482,"Acme Corporation","technology","United States",1100.04,2822,TRUE,1,5724,122,-0.0441444728201386,1,1
"TMZQX7F8","Lost",2017-02-09,2017-05-02,"2017-05","Hayden Neloms","Celia Rouche","West","GTX Plus Basic","GTX",1096,"Groovestreet","retail","United States",223.8,299,TRUE,0,0,82,,1,1
"5JHSTFEZ","Lost",2017-02-09,2017-05-11,"2017-05","Hayden Neloms","Celia Rouche","West","GTX Plus Basic","GTX",1096,"Plexzap","retail","United States",2437.85,4874,TRUE,0,0,91,,1,1
"BAOSO1I2","Won",2017-02-09,2017-05-02,"2017-05","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Faxquote","telecommunications","United States",1825.82,5595,TRUE,1,516,82,0.0618181818181818,1,1
"IZDF2RTL","Won",2017-02-09,2017-05-27,"2017-05","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Rangreen","technology","Panama",2938.67,8775,TRUE,1,1050,107,0.041970802919708,1,1
"F61DLVRS","Won",2017-02-09,2017-05-23,"2017-05","Maureen Marcano","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Plexzap","retail","United States",2437.85,4874,TRUE,1,4519,103,0.175665815395841,1,1
"80F0J70G","Lost",2017-02-09,2017-05-25,"2017-05","Niesha Huffines","Melvin Marxen","Central","GTX Basic","GTX",550,"Funholding","finance","United States",2819.5,7227,TRUE,0,0,105,,1,1
"S9W53L4L","Won",2017-02-09,2017-06-05,"2017-06","Niesha Huffines","Melvin Marxen","Central","GTX Basic","GTX",550,"Dontechi","software","United States",4618,10083,TRUE,1,672,116,-0.221818181818182,1,1
"12OQKSVK","Won",2017-02-09,2017-03-20,"2017-03","Reed Clapper","Rocco Neubert","East","GTX Plus Basic","GTX",1096,"Mathtouch","marketing","Jordan",3027.46,9516,TRUE,1,896,39,0.182481751824818,1,1
