"opportunity_id","deal_stage","sales_agent","manager","regional_office","product","account","sales_price","engage_date","stale_days","record_completeness","priority_score","recommended_action"
"Y28VHZKQ","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-03-13,294,60,66,"Complete CRM record"
"MRCYKUX4","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-03-14,293,60,66,"Complete CRM record"
"10IY4PV4","Engaging","Rosalina Dieter","Celia Rouche","West","MG Advanced","Unknown",3393,2017-03-18,289,60,66,"Complete CRM record"
"5C8HCDXT","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-03-21,286,60,66,"Complete CRM record"
"9Y85N0W5","Engaging","Markita Hansen","Celia Rouche","West","MG Advanced","Unknown",3393,2017-03-22,285,60,66,"Complete CRM record"
"KMB8TJ0I","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-03-24,283,60,66,"Complete CRM record"
"CMS1HUGL","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-03-25,282,60,66,"Complete CRM record"
"XFB1VXQY","Engaging","Maureen Marcano","Summer Sewald","West","MG Advanced","Unknown",3393,2017-03-25,282,60,66,"Complete CRM record"
"J6OQS0AU","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-03-26,281,60,66,"Complete CRM record"
"G3SJ8X1K","Engaging","Violet Mclelland","Cara Losch","East","MG Advanced","Unknown",3393,2017-03-31,276,60,66,"Complete CRM record"
"MIY4MF3R","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-01,275,60,66,"Complete CRM record"
"VK9KN5PT","Engaging","Boris Faz","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-04-02,274,60,66,"Complete CRM record"
"2GV66JA7","Engaging","Daniell Hammack","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-04-06,270,60,66,"Complete CRM record"
"U0E0XHK9","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-06,270,60,66,"Complete CRM record"
"M9V8824W","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-04-07,269,60,66,"Complete CRM record"
"BHHDOY2E","Engaging","Kary Hendrixson","Summer Sewald","West","MG Advanced","Unknown",3393,2017-04-07,269,60,66,"Complete CRM record"
"J6F10SFK","Engaging","Markita Hansen","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-08,268,60,66,"Complete CRM record"
"PVLGUIEN","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-04-09,267,60,66,"Complete CRM record"
"XQ0N9T87","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-10,266,60,66,"Complete CRM record"
"456BP2X7","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-04-10,266,60,66,"Complete CRM record"
"U5K2MZB6","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-04-13,263,60,66,"Complete CRM record"
"U6XJRWV8","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-04-18,258,60,66,"Complete CRM record"
"M857G6G1","Engaging","Vicki Laflamme","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-18,258,60,66,"Complete CRM record"
"0EYXI1UN","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-19,257,60,66,"Complete CRM record"
"CY7C3ZPJ","Engaging","Markita Hansen","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-23,253,60,66,"Complete CRM record"
"NMY6FA6X","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-04-24,252,60,66,"Complete CRM record"
"NUQPJV8A","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-04-24,252,60,66,"Complete CRM record"
"IGRY0M4Q","Engaging","Daniell Hammack","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-04-26,250,60,66,"Complete CRM record"
"UJ7BYO6A","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-05-04,242,60,66,"Complete CRM record"
"OIFERO7S","Engaging","Rosalina Dieter","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-07,239,60,66,"Complete CRM record"
"Z2E1UVVB","Engaging","Violet Mclelland","Cara Losch","East","MG Advanced","Unknown",3393,2017-05-07,239,60,66,"Complete CRM record"
"1K6HY455","Engaging","Boris Faz","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-05-09,237,60,66,"Complete CRM record"
"I6UG2OLX","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-05-13,233,60,66,"Complete CRM record"
"XAC1J3TF","Engaging","Rosalina Dieter","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-15,231,60,66,"Complete CRM record"
"ZIK2R3S7","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-05-16,230,60,66,"Complete CRM record"
"2FMT1053","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-18,228,60,66,"Complete CRM record"
"8Z4ZMS9U","Engaging","Violet Mclelland","Cara Losch","East","MG Advanced","Unknown",3393,2017-05-19,227,60,66,"Complete CRM record"
"6I125KPN","Engaging","Daniell Hammack","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-05-22,224,60,66,"Complete CRM record"
"2YLXKON1","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-22,224,60,66,"Complete CRM record"
"Y2EC6KYG","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-25,221,60,66,"Complete CRM record"
"7AXR8U55","Engaging","Boris Faz","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-05-26,220,60,66,"Complete CRM record"
"7X0T2QOL","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-26,220,60,66,"Complete CRM record"
"7KKFQ7LX","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-05-26,220,60,66,"Complete CRM record"
"QNVW1NSS","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-05-30,216,60,66,"Complete CRM record"
"SPV7OJTH","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-06-02,213,60,66,"Complete CRM record"
"N7G1TU1X","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-06-02,213,60,66,"Complete CRM record"
"9GYIYGHW","Engaging","Violet Mclelland","Cara Losch","East","MG Advanced","Unknown",3393,2017-06-06,209,60,66,"Complete CRM record"
"C7ODMOS2","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-06-13,202,60,66,"Complete CRM record"
"YXXWQA4G","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-06-15,200,60,66,"Complete CRM record"
"2O76H591","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-06-17,198,60,66,"Complete CRM record"
"KDPBAHOJ","Engaging","Kami Bicknell","Summer Sewald","West","MG Advanced","Unknown",3393,2017-06-20,195,60,66,"Complete CRM record"
"B6Z5NFV0","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-06-20,195,60,66,"Complete CRM record"
"VH6OFWCV","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-06-20,195,60,66,"Complete CRM record"
"QU6CFZ22","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-06-23,192,60,66,"Complete CRM record"
"ZT52DT8H","Engaging","Daniell Hammack","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-06-26,189,60,66,"Complete CRM record"
"V71FMJBD","Engaging","Rosie Papadopoulos","Cara Losch","East","MG Advanced","Unknown",3393,2017-06-28,187,60,66,"Complete CRM record"
"T4FR3FAC","Engaging","Vicki Laflamme","Celia Rouche","West","MG Advanced","Unknown",3393,2017-06-29,186,60,66,"Complete CRM record"
"04SCU6DK","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-07-01,184,60,66,"Complete CRM record"
"BCA6Y34B","Engaging","Rosie Papadopoulos","Cara Losch","East","MG Advanced","Unknown",3393,2017-07-01,184,60,66,"Complete CRM record"
"W07RZO17","Engaging","Kary Hendrixson","Summer Sewald","West","MG Advanced","Unknown",3393,2017-07-04,181,60,66,"Complete CRM record"
"E2KGQVEO","Engaging","Daniell Hammack","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-07-06,179,60,66,"Complete CRM record"
"OW9OM3UO","Engaging","Rosalina Dieter","Celia Rouche","West","MG Advanced","Unknown",3393,2017-07-09,176,60,66,"Complete CRM record"
"O8C2G4G2","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-07-17,168,60,66,"Complete CRM record"
"HBN3R2TJ","Engaging","Elease Gluck","Celia Rouche","West","MG Advanced","Unknown",3393,2017-07-17,168,60,66,"Complete CRM record"
"XRWMLGOG","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-07-18,167,60,66,"Complete CRM record"
"7LD79NYD","Engaging","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-19,166,60,66,"Complete CRM record"
"COSC7XVA","Engaging","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-21,164,60,66,"Complete CRM record"
"E9J482PX","Engaging","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-22,163,60,66,"Complete CRM record"
"0T2CY70E","Engaging","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-22,163,60,66,"Complete CRM record"
"JOLNKYNH","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-22,163,60,66,"Complete CRM record"
"TV2M081C","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-22,163,60,66,"Complete CRM record"
"SJGOQMLT","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-22,163,60,66,"Complete CRM record"
"TTKPNDTP","Engaging","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-22,163,60,66,"Complete CRM record"
"G7H64S20","Engaging","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-23,162,60,66,"Complete CRM record"
"LXS3Z82E","Engaging","Niesha Huffines","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-23,162,60,66,"Complete CRM record"
"11LIZUQE","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-07-24,161,60,66,"Complete CRM record"
"VV6T07G4","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-24,161,60,66,"Complete CRM record"
"XFCKQ7RI","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-25,160,60,66,"Complete CRM record"
"8AK3KGFA","Engaging","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-25,160,60,66,"Complete CRM record"
"7F2DDW3C","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-07-25,160,60,66,"Complete CRM record"
"YCQTM2BQ","Engaging","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-25,160,60,66,"Complete CRM record"
"8TD2LLOF","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-26,159,60,66,"Complete CRM record"
"VBB0LCEN","Engaging","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-26,159,60,66,"Complete CRM record"
"P3K1DVYB","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-26,159,60,66,"Complete CRM record"
"BB1PRS3T","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-26,159,60,66,"Complete CRM record"
"R7H0M07R","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-27,158,60,66,"Complete CRM record"
"JQ5AOYQ8","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-27,158,60,66,"Complete CRM record"
"82K9NWKO","Engaging","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-27,158,60,66,"Complete CRM record"
"B1ZN2CFP","Engaging","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-29,156,60,66,"Complete CRM record"
"4QQOSYGL","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-07-29,156,60,66,"Complete CRM record"
"4OYGRQGO","Engaging","Kami Bicknell","Summer Sewald","West","MG Advanced","Unknown",3393,2017-07-29,156,60,66,"Complete CRM record"
"3SD04QJ4","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-07-29,156,60,66,"Complete CRM record"
"IG540SIB","Engaging","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-30,155,60,66,"Complete CRM record"
"R6OZIG5J","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-30,155,60,66,"Complete CRM record"
"DVT7NPEH","Engaging","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-07-30,155,60,66,"Complete CRM record"
"RN7M3757","Engaging","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-30,155,60,66,"Complete CRM record"
"0PT4RY4P","Engaging","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-31,154,60,66,"Complete CRM record"
"OBDEDIXA","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-07-31,154,60,66,"Complete CRM record"
"UBO7V799","Engaging","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-31,154,60,66,"Complete CRM record"
"56LUBQTV","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-07-31,154,60,66,"Complete CRM record"
"A2YIYWNW","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-08-01,153,60,66,"Complete CRM record"
"9C3YHNBY","Engaging","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-08-01,153,60,66,"Complete CRM record"
"JGXK8P6T","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-08-01,153,60,66,"Complete CRM record"
"N909ADDC","Engaging","Vicki Laflamme","Celia Rouche","West","MG Advanced","Unknown",3393,2017-08-02,152,60,66,"Complete CRM record"
"QIEAKLRU","Engaging","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-08-03,151,60,66,"Complete CRM record"
"9V2SW5MV","Engaging","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-08-03,151,60,66,"Complete CRM record"
"OMJHW2J1","Engaging","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-08-06,148,60,66,"Complete CRM record"
"G6CMP5I9","Engaging","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-08-06,148,60,66,"Complete CRM record"
"ZC987DAQ","Engaging","Markita Hansen","Celia Rouche","West","MG Advanced","Unknown",3393,2017-08-07,147,60,66,"Complete CRM record"
"Q8QGD2OG","Engaging","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-08-08,146,60,66,"Complete CRM record"
"O7LSETHG","Engaging","Rosie Papadopoulos","Cara Losch","East","MG Advanced","Unknown",3393,2017-08-08,146,60,66,"Complete CRM record"
"RC4LEDIA","Engaging","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,2017-08-09,145,60,66,"Complete CRM record"
"8MUD1WS1","Engaging","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-08-12,142,60,66,"Complete CRM record"
"0OHEJOI5","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-08-13,141,60,66,"Complete CRM record"
"7FVBMH48","Engaging","Markita Hansen","Celia Rouche","West","MG Advanced","Unknown",3393,2017-08-13,141,60,66,"Complete CRM record"
"HQKWQ004","Engaging","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,2017-08-13,141,60,66,"Complete CRM record"
"CYV6MJL9","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-08-14,140,60,66,"Complete CRM record"
"JEWIBFH9","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-08-14,140,60,66,"Complete CRM record"
"ICR59VIJ","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-08-15,139,60,66,"Complete CRM record"
"TQJJDWWH","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-08-15,139,60,66,"Complete CRM record"
"XNKIZY9J","Engaging","Corliss Cosme","Cara Losch","East","MG Advanced","Unknown",3393,2017-08-18,136,60,66,"Complete CRM record"
"MAH5U65E","Engaging","Vicki Laflamme","Celia Rouche","West","MG Advanced","Unknown",3393,2017-08-18,136,60,66,"Complete CRM record"
"5P4O1IU6","Engaging","Cassey Cress","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-08-22,132,60,66,"Complete CRM record"
"TZPE6M07","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-08-22,132,60,66,"Complete CRM record"
"WK1319MB","Engaging","Boris Faz","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-08-23,131,60,66,"Complete CRM record"
"RW3CJO8D","Engaging","Zane Levy","Summer Sewald","West","MG Advanced","Unknown",3393,2017-09-04,119,60,66,"Complete CRM record"
"8DDR4MUL","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-09-08,115,60,66,"Complete CRM record"
"ZGW9SCQ0","Engaging","Hayden Neloms","Celia Rouche","West","MG Advanced","Unknown",3393,2017-09-10,113,60,66,"Complete CRM record"
"3NC5XSDF","Engaging","Violet Mclelland","Cara Losch","East","MG Advanced","Unknown",3393,2017-09-12,111,60,66,"Complete CRM record"
"NBBIFIKB","Engaging","Wilburn Farren","Cara Losch","East","MG Advanced","Unknown",3393,2017-09-15,108,60,66,"Complete CRM record"
"UU7N7LZK","Engaging","James Ascencio","Summer Sewald","West","MG Advanced","Unknown",3393,2017-09-18,105,60,66,"Complete CRM record"
"WSO3NMK5","Engaging","Maureen Marcano","Summer Sewald","West","MG Advanced","Unknown",3393,2017-09-18,105,60,66,"Complete CRM record"
"WVKBXWA9","Engaging","Rosie Papadopoulos","Cara Losch","East","MG Advanced","Unknown",3393,2017-09-19,104,60,66,"Complete CRM record"
"2FM8HJDM","Engaging","Vicki Laflamme","Celia Rouche","West","MG Advanced","Unknown",3393,2017-09-20,103,60,66,"Complete CRM record"
"3Q15OHQB","Engaging","Vicki Laflamme","Celia Rouche","West","MG Advanced","Unknown",3393,2017-09-23,100,60,66,"Complete CRM record"
"EP5QRHID","Engaging","Boris Faz","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-10-04,89,60,66,"Complete CRM record"
"JIEO87ZV","Engaging","Daniell Hammack","Rocco Neubert","East","MG Advanced","Unknown",3393,2017-10-06,87,60,65,"Complete CRM record"
"X7MN9ROG","Engaging","Vicki Laflamme","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-10-23,70,60,64,"Complete CRM record"
"OFC7ZTU8","Engaging","Kami Bicknell","Summer Sewald","West","GTX Pro","Unknown",4821,2017-10-17,76,60,64,"Complete CRM record"
"4ENCEYPG","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"EU4DPJGN","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"426EL41A","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"OXKLRULK","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"D3ZJX20X","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"V9JDJ861","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"DYXD1AXO","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"JSTHYUCD","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"JC7DDV56","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"ASDR6QEZ","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"5ELMZN3E","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"7Q90C2VN","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"ZIMT5RQ2","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"GSBUIL1E","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"9F9NDO41","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"TR7WLH5Q","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"M64OQCC3","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"WR9CQB8E","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"TWWD62O3","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"7CZU8GS1","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"APXWBOOT","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"7N6AHU7C","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"HP50ZWIZ","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"X3KQZM1K","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"WA3U0EVI","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"Q9CASEJL","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"OIBR7UA7","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"0QMDTHBS","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"GM5X0CSG","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"E0HMRMZ9","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"DYA87PL1","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"O7MBZPN4","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"XS7B6QT7","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"N6JMQG0E","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"TBNPWPNE","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"M4WW6I1S","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"GLQLEZJM","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"GSOR2INK","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"BTH2O9OF","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"HW367OVT","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"O6NIPA7N","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"32NDDT4L","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"1969NL80","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"IKR0NSUE","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"473F6L9F","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"KN4LCS4D","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"K7L1RE8B","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"RPCZJOE2","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"6IG2A8KD","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"MFU6Y5HX","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"Y0EKPBLQ","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"8TLX2786","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"Z9CW6K35","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"6QKBZAEQ","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"5P4OCP0Q","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"E54FFQBM","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"8GNSME5U","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
"5697WKA6","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","Unknown",55,,,40,64,"Complete CRM record"
